Instituição(IES),Nome do Curso,Grau,Modalidade,CC,CPC,ENADE,Situação
UFABC,NEUROCIÊNCIA,Bacharelado,Presencial,-,-,-,Em Atividade
UFABC,MATEMÁTICA,Bacharelado,Presencial,-,-,5,Em Atividade
UFABC,MATEMÁTICA,Licenciatura,Presencial,-,5,5,Em Atividade
UFABC,GESTÃO DE POLÍTICAS PÚBLICAS,Bacharelado,Presencial,-,-,-,Em Atividade
UFABC,GESTÃO DE POLÍTICAS PÚBLICAS,Bacharelado,Presencial,-,-,-,Extinto
UFABC,FÍSICA,Bacharelado,Presencial,-,-,4,Em Atividade
UFABC,FÍSICA,Licenciatura,Presencial,4,5,5,Em Atividade
UFABC,FILOSOFIA,Bacharelado,Presencial,-,-,-,Em Atividade
UFABC,FILOSOFIA,Bacharelado,Presencial,-,-,-,Em Extinção
UFABC,FILOSOFIA,Licenciatura,Presencial,-,-,-,Em Atividade
UFABC,FILOSOFIA,Licenciatura,Presencial,4,-,-,Em Atividade
UFABC,FILOSOFIA,Licenciatura,Presencial,-,-,-,Em Extinção
UFABC,ENGENHARIA DE MATERIAIS,Bacharelado,Presencial,5,5,5,Em Atividade
UFABC,"ENGENHARIA DE INSTRUMENTAÇÃO, AUTOMAÇÃO E ROBÓTICA",Bacharelado,Presencial,4,-,-,Em Atividade
UFABC,ENGENHARIA DE INFORMAÇÃO,Bacharelado,Presencial,4,-,-,Em Atividade
UFABC,ENGENHARIA DE GESTÃO,Bacharelado,Presencial,4,5,5,Em Atividade
UFABC,ENGENHARIA DE ENERGIA,Bacharelado,Presencial,4,-,-,Em Atividade
UFABC,ENGENHARIA BIOMÉDICA,Bacharelado,Presencial,5,-,-,Em Atividade
UFABC,ENGENHARIA AMBIENTAL E URBANA,Bacharelado,Presencial,5,5,5,Em Atividade
UFABC,ENGENHARIA AEROESPACIAL,Bacharelado,Presencial,5,4,5,Em Atividade
UFABC,CIÊNCIAS ECONÔMICAS,Bacharelado,Presencial,-,-,-,Em Atividade
UFABC,CIÊNCIAS ECONÔMICAS,Bacharelado,Presencial,-,-,-,Extinto
UFABC,CIÊNCIAS E HUMANIDADES,Bacharelado,Presencial,-,-,-,Em Atividade
UFABC,CIÊNCIAS BIOLÓGICAS,Bacharelado,Presencial,-,-,5,Em Atividade
UFABC,CIÊNCIAS BIOLÓGICAS,Licenciatura,Presencial,-,-,5,Em Atividade
UFABC,CIÊNCIA E TECNOLOGIA,Bacharelado,Presencial,-,-,-,Em Atividade
UFABC,CIÊNCIA E TECNOLOGIA,Bacharelado,Presencial,5,-,-,Em Atividade
UFABC,CIÊNCIA E TECNOLOGIA,Bacharelado,Presencial,-,-,-,Extinto
UFABC,CIÊNCIA DA COMPUTAÇÃO,Bacharelado,Presencial,-,-,4,Em Atividade
UFAC,SISTEMAS DE INFORMAÇÃO,Bacharelado,Presencial,5,3,2,Em Atividade
UFAC,SAÚDE COLETIVA,Bacharelado,Presencial,-,-,-,Em Atividade
UFAC,QUÍMICA,Licenciatura,Presencial,3,3,2,Em Atividade
UFAC,PEDAGOGIA,Licenciatura,Presencial,-,3,2,Em Atividade
UFAC,PEDAGOGIA,Licenciatura,Presencial,-,4,4,Em Atividade
UFAC,PEDAGOGIA,Licenciatura,Presencial,-,-,-,Em Extinção
UFAC,PEDAGOGIA,Licenciatura,Presencial,-,-,-,Extinto
UFAC,NUTRIÇÃO,Bacharelado,Presencial,3,SC,SC,Em Atividade
UFAC,MÚSICA,Licenciatura,Presencial,3,SC,SC,Em Atividade
UFAC,MEDICINA VETERINÁRIA,Bacharelado,Presencial,4,SC,SC,Em Atividade
UFAC,MEDICINA,Bacharelado,Presencial,3,3,4,Em Atividade
UFAC,MATEMÁTICA,Licenciatura,Presencial,3,4,5,Em Atividade
UFAC,MATEMÁTICA,Licenciatura,Presencial,-,-,-,Em Extinção
UFAC,LETRAS - PORTUGUÊS E ESPANHOL,Licenciatura,Presencial,-,3,3,Em Extinção
UFAC,LETRAS - LÍNGUA PORTUGUESA,Licenciatura,Presencial,-,3,3,Em Atividade
UFAC,LETRAS - LÍNGUA PORTUGUESA,Licenciatura,Presencial,-,-,-,Em Extinção
UFAC,LETRAS - INGLÊS,Licenciatura,Presencial,-,3,3,Em Atividade
UFAC,LETRAS - FRANCÊS,Licenciatura,Presencial,-,3,3,Em Atividade
UFAC,LETRAS - ESPANHOL,Licenciatura,Presencial,-,-,3,Em Atividade
UFAC,LETRAS - ESPANHOL,Licenciatura,Presencial,3,-,3,Em Atividade
UFAC,LETRAS - ESPANHOL,Licenciatura,Presencial,-,3,3,Em Extinção
UFAC,LETRAS - ESPANHOL,Licenciatura,Presencial,-,-,-,Extinto
UFAC,HISTÓRIA,Bacharelado,Presencial,-,3,3,Em Atividade
UFAC,HISTÓRIA,Bacharelado,Presencial,-,-,-,Extinto
UFAC,HISTÓRIA,Licenciatura,Presencial,-,3,3,Em Atividade
UFAC,HISTÓRIA,Licenciatura,Presencial,3,3,3,Em Atividade
UFAC,HISTÓRIA,Licenciatura,Presencial,-,-,-,Em Extinção
UFAC,HISTÓRIA,Licenciatura,Presencial,-,3,3,Em Extinção
UFAC,GEOGRAFIA,Bacharelado,Presencial,-,3,3,Em Atividade
UFAC,GEOGRAFIA,Licenciatura,Presencial,-,3,3,Em Atividade
UFAC,GEOGRAFIA,Licenciatura,Presencial,-,-,-,Em Extinção
UFAC,GEOGRAFIA,Licenciatura,Presencial,-,3,3,Em Extinção
UFAC,FÍSICA,Licenciatura,Presencial,3,2,2,Em Atividade
UFAC,FORMAÇÃO DOCENTE PARA INDÍGENAS,Licenciatura,Presencial,-,-,-,Em Atividade
UFAC,FORMAÇÃO DOCENTE PARA INDÍGENAS,Licenciatura,Presencial,-,-,-,Extinto
UFAC,FILOSOFIA,Licenciatura,Presencial,-,-,SC,Em Atividade
UFAC,ENGENHARIA FLORESTAL,Bacharelado,Presencial,-,-,2,Em Atividade
UFAC,ENGENHARIA FLORESTAL,Bacharelado,Presencial,5,3,3,Em Atividade
UFAC,ENGENHARIA ELÉTRICA,Bacharelado,Presencial,-,-,-,Em Atividade
UFAC,ENGENHARIA CIVIL,Bacharelado,Presencial,-,2,2,Em Atividade
UFAC,ENGENHARIA AGRONÔMICA,Bacharelado,Presencial,3,3,3,Em Atividade
UFAC,ENGENHARIA AGRONÔMICA,Bacharelado,Presencial,4,SC,SC,Em Atividade
UFAC,ENGENHARIA AGRONÔMICA,Bacharelado,Presencial,-,-,-,Extinto
UFAC,ENFERMAGEM,Bacharelado,Presencial,3,-,-,Em Atividade
UFAC,ENFERMAGEM,Bacharelado,Presencial,4,3,4,Em Atividade
UFAC,EDUCAÇÃO FÍSICA,Bacharelado,Presencial,3,2,3,Em Atividade
UFAC,EDUCAÇÃO FÍSICA,Licenciatura,Presencial,3,3,3,Em Atividade
UFAC,EDUCAÇÃO FÍSICA,Licenciatura,Presencial,-,-,-,Em Extinção
UFAC,EDUCAÇÃO FÍSICA,Licenciatura,Presencial,3,3,4,Em Extinção
UFAC,DIREITO,Bacharelado,Presencial,-,3,4,Em Atividade
UFAC,DIREITO,Bacharelado,Presencial,2,-,-,Em Atividade
UFAC,COMUNICAÇÃO SOCIAL - JORNALISMO,Bacharelado,Presencial,4,3,4,Em Atividade
UFAC,CIÊNCIAS SOCIAIS,Bacharelado,Presencial,-,-,-,Em Atividade
UFAC,CIÊNCIAS SOCIAIS,Bacharelado,Presencial,-,3,3,Em Atividade
UFAC,CIÊNCIAS SOCIAIS,Bacharelado,Presencial,-,3,4,Em Atividade
UFAC,CIÊNCIAS SOCIAIS,Bacharelado,Presencial,-,-,-,Extinto
UFAC,CIÊNCIAS ECONÔMICAS,Bacharelado,Presencial,-,3,3,Em Atividade
UFAC,CIÊNCIAS ECONÔMICAS,Bacharelado,Presencial,-,-,-,Em Extinção
UFAC,CIÊNCIAS BIOLÓGICAS,Bacharelado,Presencial,5,2,2,Em Atividade
UFAC,CIÊNCIAS BIOLÓGICAS,Licenciatura,Presencial,4,-,3,Em Atividade
UFAC,CIÊNCIAS BIOLÓGICAS,Licenciatura,Presencial,5,4,4,Em Atividade
UFAC,CIÊNCIAS BIOLÓGICAS,Licenciatura,Presencial,-,-,-,Em Extinção
UFAC,CIÊNCIAS BIOLÓGICAS,Licenciatura,Presencial,-,3,3,Em Extinção
UFAC,CIÊNCIAS BIOLÓGICAS,Licenciatura,Presencial,-,-,-,Extinto
UFAC,ARTES CÊNICAS,Licenciatura,Presencial,3,SC,SC,Em Atividade
UFAL,ZOOTECNIA,Bacharelado,Presencial,3,3,2,Em Atividade
UFAL,ZOOTECNIA,Bacharelado,Presencial,3,3,3,Em Atividade
UFAL,TURISMO,Bacharelado,Presencial,-,3,3,Em Atividade
UFAL,TEATRO,Licenciatura,Presencial,-,1,1,Em Atividade
UFAL,SISTEMA DE INFORMAÇÃO,Bacharelado,A Distância,4,-,2,Em Atividade
UFAL,SERVIÇO SOCIAL,Bacharelado,Presencial,-,-,-,Em Atividade
UFAL,SERVIÇO SOCIAL,Bacharelado,Presencial,5,3,3,Em Atividade
UFAL,QUÍMICA TECNOLÓGICA E INDUSTRIAL,Bacharelado,Presencial,-,-,-,Em Atividade
UFAL,QUÍMICA,Bacharelado,Presencial,-,3,2,Em Atividade
UFAL,QUÍMICA,Licenciatura,Presencial,-,3,3,Em Atividade
UFAL,QUÍMICA,Licenciatura,Presencial,3,2,1,Em Atividade
UFAL,PSICOLOGIA,Bacharelado,Presencial,-,3,3,Em Atividade
UFAL,PSICOLOGIA,Bacharelado,Presencial,-,3,4,Em Atividade
UFAL,PSICOLOGIA,Bacharelado,Presencial,-,3,4,Em Extinção
UFAL,PSICOLOGIA,Licenciatura,Presencial,-,3,4,Em Extinção
UFAL,PEDAGOGIA,Licenciatura,A Distância,-,3,2,Em Atividade
UFAL,PEDAGOGIA,Licenciatura,Presencial,-,-,-,Em Atividade
UFAL,PEDAGOGIA,Licenciatura,Presencial,-,4,4,Em Atividade
UFAL,PEDAGOGIA,Licenciatura,Presencial,-,-,-,Extinto
UFAL,ODONTOLOGIA,Bacharelado,Presencial,3,3,4,Em Atividade
UFAL,NUTRIÇÃO,Bacharelado,Presencial,4,2,2,Em Atividade
UFAL,MÚSICA,Bacharelado,Presencial,-,-,2,Em Atividade
UFAL,MÚSICA,Bacharelado,Presencial,-,3,2,Em Atividade
UFAL,MÚSICA,Bacharelado,Presencial,-,-,-,Extinto
UFAL,MÚSICA,Licenciatura,Presencial,-,3,2,Em Atividade
UFAL,MÚSICA,Licenciatura,Presencial,-,-,2,Em Extinção
UFAL,METEOROLOGIA,Bacharelado,Presencial,3,-,-,Em Atividade
UFAL,MEDICINA VETERINÁRIA,Bacharelado,Presencial,-,-,-,Em Atividade
UFAL,MEDICINA,Bacharelado,Presencial,3,3,5,Em Atividade
UFAL,MATEMÁTICA,Bacharelado,Presencial,-,4,4,Em Atividade
UFAL,MATEMÁTICA,Licenciatura,A Distância,-,-,-,Em Atividade
UFAL,MATEMÁTICA,Licenciatura,Presencial,-,3,3,Em Atividade
UFAL,MATEMÁTICA,Licenciatura,Presencial,3,-,3,Em Atividade
UFAL,LETRAS - PORTUGUÊS,Licenciatura,Presencial,-,4,4,Em Atividade
UFAL,LETRAS - LÍNGUA PORTUGUESA,Licenciatura,Presencial,-,-,-,Em Atividade
UFAL,LETRAS - LIBRAS,Licenciatura,Presencial,-,-,-,Em Atividade
UFAL,LETRAS - INGLÊS,Licenciatura,Presencial,-,4,4,Em Atividade
UFAL,LETRAS - FRANCÊS,Licenciatura,Presencial,-,4,4,Em Atividade
UFAL,LETRAS - ESPANHOL,Licenciatura,Presencial,-,4,4,Em Atividade
UFAL,LETRAS,Licenciatura,Presencial,-,3,3,Em Extinção
UFAL,HISTÓRIA,Bacharelado,Presencial,-,3,2,Em Atividade
UFAL,HISTÓRIA,Licenciatura,Presencial,-,-,-,Em Atividade
UFAL,HISTÓRIA,Licenciatura,Presencial,3,2,1,Em Atividade
UFAL,GEOGRAFIA,Bacharelado,Presencial,3,3,3,Em Atividade
UFAL,GEOGRAFIA,Licenciatura,Presencial,-,-,-,Em Atividade
UFAL,GEOGRAFIA,Licenciatura,Presencial,-,3,3,Em Atividade
UFAL,FÍSICA,Bacharelado,Presencial,-,4,4,Em Atividade
UFAL,FÍSICA,Licenciatura,A Distância,4,4,2,Em Atividade
UFAL,FÍSICA,Licenciatura,Presencial,-,3,2,Em Atividade
UFAL,FÍSICA,Licenciatura,Presencial,4,3,2,Em Atividade
UFAL,FILOSOFIA,Licenciatura,Presencial,-,3,2,Em Atividade
UFAL,FARMÁCIA,Bacharelado,Presencial,3,3,4,Em Atividade
UFAL,ENGENHARIA QUÍMICA,Bacharelado,Presencial,-,3,2,Em Atividade
UFAL,ENGENHARIA FLORESTAL,Bacharelado,Presencial,-,-,-,Em Atividade
UFAL,ENGENHARIA DE PRODUÇÃO,Bacharelado,Presencial,-,-,-,Em Atividade
UFAL,ENGENHARIA DE PETRÓLEO,Bacharelado,Presencial,-,-,-,Em Atividade
UFAL,ENGENHARIA DE PESCA,Bacharelado,Presencial,-,-,-,Em Atividade
UFAL,ENGENHARIA DE COMPUTAÇÃO,Bacharelado,Presencial,-,-,-,Em Atividade
UFAL,ENGENHARIA DE AGRIMENSURA,Bacharelado,Presencial,4,2,1,Em Atividade
UFAL,ENGENHARIA CIVIL,Bacharelado,Presencial,-,-,-,Em Atividade
UFAL,ENGENHARIA CIVIL,Bacharelado,Presencial,-,4,4,Em Atividade
UFAL,ENGENHARIA AMBIENTAL E SANITÁRIA,Bacharelado,Presencial,4,-,4,Em Atividade
UFAL,ENFERMAGEM,Bacharelado,Presencial,3,3,4,Em Atividade
UFAL,ENFERMAGEM,Bacharelado,Presencial,4,SC,SC,Em Atividade
UFAL,EDUCAÇÃO FÍSICA,Bacharelado,Presencial,4,2,3,Em Atividade
UFAL,EDUCAÇÃO FÍSICA,Licenciatura,Presencial,4,3,4,Em Atividade
UFAL,EDUCAÇÃO FÍSICA,Licenciatura,Presencial,4,4,3,Em Atividade
UFAL,DIREITO,Bacharelado,Presencial,-,4,4,Em Atividade
UFAL,DESIGN,Bacharelado,Presencial,-,-,-,Em Atividade
UFAL,DANÇA,Licenciatura,Presencial,-,-,-,Em Atividade
UFAL,COMUNICAÇÃO SOCIAL - RELAÇÕES PÚBLICAS,Bacharelado,Presencial,-,3,2,Em Atividade
UFAL,COMUNICAÇÃO SOCIAL - JORNALISMO,Bacharelado,Presencial,2,3,2,Em Atividade
UFAL,COMUNICAÇÃO SOCIAL,Bacharelado,Presencial,-,-,1,Em Extinção
UFAL,CIÊNCIAS SOCIAIS,Bacharelado,Presencial,3,3,3,Em Atividade
UFAL,CIÊNCIAS SOCIAIS,Licenciatura,Presencial,-,3,3,Em Atividade
UFAL,CIÊNCIAS ECONÔMICAS,Bacharelado,Presencial,-,3,3,Em Atividade
UFAL,CIÊNCIAS CONTÁBEIS,Bacharelado,Presencial,-,-,-,Em Atividade
UFAL,CIÊNCIAS CONTÁBEIS,Bacharelado,Presencial,-,3,3,Em Atividade
UFAL,CIÊNCIAS BIOLÓGICAS,Bacharelado,Presencial,-,3,3,Em Atividade
UFAL,CIÊNCIAS BIOLÓGICAS,Licenciatura,Presencial,-,3,2,Em Atividade
UFAL,CIÊNCIAS BIOLÓGICAS,Licenciatura,Presencial,4,4,3,Em Atividade
UFAL,CIÊNCIA ECONÔMICA,Bacharelado,Presencial,-,-,-,Em Atividade
UFAL,CIÊNCIA DA COMPUTAÇÃO,Bacharelado,Presencial,-,4,4,Em Atividade
UFAL,CIÊNCIA DA COMPUTAÇÃO,Bacharelado,Presencial,4,4,4,Em Atividade
UFAL,BIBLIOTECONOMIA,Bacharelado,Presencial,5,3,3,Em Atividade
UFAL,ARQUITETURA E URBANISMO,Bacharelado,Presencial,-,3,3,Em Atividade
UFAL,ARQUITETURA E URBANISMO,Bacharelado,Presencial,4,3,2,Em Atividade
UFAL,AGRONOMIA,Bacharelado,Presencial,3,3,2,Em Atividade
UFAL,AGRONOMIA,Bacharelado,Presencial,3,3,4,Em Atividade
UFAL,ADMINISTRAÇÃO PÚBLICA,Bacharelado,A Distância,-,-,-,Em Atividade
UFAL,ADMINISTRAÇÃO PÚBLICA,Bacharelado,Presencial,-,-,-,Em Atividade
UFAL,ADMINISTRAÇÃO,Bacharelado,A Distância,-,-,4,Em Extinção
UFAL,ADMINISTRAÇÃO,Bacharelado,Presencial,-,4,4,Em Atividade
UFAL,ADMINISTRAÇÃO,Bacharelado,Presencial,3,3,3,Em Atividade
UFAM,ZOOTECNIA,Bacharelado,Presencial,3,3,3,Em Atividade
UFAM,ZOOTECNIA,Bacharelado,Presencial,3,3,4,Em Atividade
UFAM,SISTEMA DE INFORMAÇÃO,Bacharelado,Presencial,3,-,2,Em Atividade
UFAM,SISTEMA DE INFORMAÇÃO,Bacharelado,Presencial,4,-,-,Em Atividade
UFAM,SERVIÇO SOCIAL,Bacharelado,Presencial,3,SC,SC,Em Atividade
UFAM,SERVIÇO SOCIAL,Bacharelado,Presencial,4,3,4,Em Atividade
UFAM,SERVIÇO SOCIAL,Bacharelado,Presencial,-,-,-,Extinto
UFAM,QUÍMICA INDUSTRIAL,Bacharelado,Presencial,3,3,2,Em Atividade
UFAM,QUÍMICA,Bacharelado,Presencial,-,3,3,Em Atividade
UFAM,QUÍMICA,Bacharelado,Presencial,-,SC,3,Em Atividade
UFAM,QUÍMICA,Licenciatura,Presencial,-,4,3,Em Atividade
UFAM,PSICOLOGIA,Bacharelado,Presencial,-,3,4,Em Atividade
UFAM,PSICOLOGIA,Bacharelado,Presencial,-,-,-,Extinto
UFAM,PROCESSAMENTO DE DADOS,Bacharelado,Presencial,-,-,-,Extinto
UFAM,PEDAGOGIA,Bacharelado,Presencial,4,-,3,Em Atividade
UFAM,PEDAGOGIA,Licenciatura,Presencial,-,4,4,Em Atividade
UFAM,PEDAGOGIA,Licenciatura,Presencial,3,-,1,Em Atividade
UFAM,PEDAGOGIA,Licenciatura,Presencial,3,-,3,Em Atividade
UFAM,PEDAGOGIA,Licenciatura,Presencial,-,3,4,Em Extinção
UFAM,PEDAGOGIA,Licenciatura,Presencial,-,-,-,Extinto
UFAM,ODONTOLOGIA,Bacharelado,Presencial,4,4,4,Em Atividade
UFAM,NUTRIÇÃO,Bacharelado,Presencial,4,2,3,Em Atividade
UFAM,MÚSICA,Licenciatura,Presencial,-,-,3,Em Atividade
UFAM,MÚSICA,Licenciatura,Presencial,4,2,2,Em Extinção
UFAM,MEDICINA,Bacharelado,Presencial,-,3,4,Em Atividade
UFAM,MATEMÁTICA APLICADA,Bacharelado,Presencial,-,-,-,Em Atividade
UFAM,MATEMÁTICA,Bacharelado,Presencial,-,3,3,Em Atividade
UFAM,MATEMÁTICA,Licenciatura,Presencial,-,3,4,Em Atividade
UFAM,MATEMÁTICA,Licenciatura,Presencial,-,-,-,Extinto
UFAM,LICENCIATURA INDÍGENA POLÍTICAS EDUCACIONAIS E DESENVOLVIMENTO SUSTENTÁVEL,Licenciatura,Presencial,-,-,-,Em Atividade
UFAM,LETRAS - PORTUGUÊS E INGLÊS,Licenciatura,Presencial,3,-,2,Em Atividade
UFAM,LETRAS - PORTUGUÊS E ESPANHOL,Licenciatura,Presencial,3,-,2,Em Atividade
UFAM,LETRAS - LÍNGUA E LITERATURA PORTUGUESA,Licenciatura,Presencial,-,3,3,Em Atividade
UFAM,LETRAS - LIBRAS,Licenciatura,Presencial,-,-,-,Em Atividade
UFAM,LETRAS - JAPONÊS,Licenciatura,Presencial,-,-,-,Em Atividade
UFAM,LETRAS - ESPANHOL,Licenciatura,Presencial,3,-,-,Em Atividade
UFAM,LETRAS,Licenciatura,Presencial,-,-,-,Em Atividade
UFAM,LETRAS,Licenciatura,Presencial,-,-,-,Em Extinção
UFAM,HISTÓRIA,Licenciatura,Presencial,-,4,4,Em Atividade
UFAM,GESTÃO DE DESENVOLVIMENTO REGIONAL,Sequencial,Presencial,-,-,-,Em Atividade
UFAM,GEOLOGIA,Bacharelado,Presencial,-,-,-,Em Atividade
UFAM,GEOGRAFIA,Bacharelado,Presencial,-,3,3,Em Atividade
UFAM,GEOGRAFIA,Licenciatura,Presencial,-,3,3,Em Atividade
UFAM,FÍSICA,Bacharelado,Presencial,-,3,3,Em Atividade
UFAM,FÍSICA,Bacharelado,Presencial,-,SC,1,Em Atividade
UFAM,FÍSICA,Licenciatura,Presencial,-,3,2,Em Atividade
UFAM,FORMAÇÃO DE PROFESSORES INDÍGENAS,Licenciatura,Presencial,-,-,-,Em Atividade
UFAM,FISIOTERAPIA,Bacharelado,Presencial,3,3,2,Em Atividade
UFAM,FISIOTERAPIA,Bacharelado,Presencial,3,SC,SC,Em Atividade
UFAM,FILOSOFIA,Bacharelado,Presencial,-,SC,3,Em Atividade
UFAM,FILOSOFIA,Licenciatura,Presencial,3,3,4,Em Atividade
UFAM,FARMÁCIA,Bacharelado,Presencial,4,3,4,Em Atividade
UFAM,FARMÁCIA,Bacharelado,Presencial,4,SC,SC,Em Atividade
UFAM,FARMÁCIA,Bacharelado,Presencial,-,-,-,Extinto
UFAM,EXPRESSÃO VISUAL,Sequencial,Presencial,-,-,-,Em Atividade
UFAM,ESTATÍSTICA,Bacharelado,Presencial,3,2,3,Em Atividade
UFAM,ENGENHARIA SANITÁRIA,Bacharelado,Presencial,-,-,-,Em Atividade
UFAM,ENGENHARIA QUÍMICA,Bacharelado,Presencial,3,-,-,Em Atividade
UFAM,ENGENHARIA MECÂNICA,Bacharelado,Presencial,3,-,-,Em Atividade
UFAM,ENGENHARIA FLORESTAL,Bacharelado,Presencial,4,3,3,Em Atividade
UFAM,ENGENHARIA ELÉTRICA - TELECOMUNICAÇÕES,Bacharelado,Presencial,-,-,4,Em Atividade
UFAM,ENGENHARIA ELÉTRICA - ELETRÔNICA,Bacharelado,Presencial,-,-,3,Em Atividade
UFAM,ENGENHARIA ELÉTRICA - ELETROTÉCNICA,Bacharelado,Presencial,-,-,2,Em Atividade
UFAM,ENGENHARIA ELÉTRICA,Bacharelado,Presencial,-,SC,2,Em Atividade
UFAM,ENGENHARIA DE SOFTWARE,Bacharelado,Presencial,-,-,-,Em Atividade
UFAM,ENGENHARIA DE PRODUÇÃO,Bacharelado,Presencial,3,3,2,Em Atividade
UFAM,ENGENHARIA DE PRODUÇÃO,Bacharelado,Presencial,3,3,3,Em Atividade
UFAM,ENGENHARIA DE PETRÓLEO E GÁS,Bacharelado,Presencial,-,-,-,Em Atividade
UFAM,ENGENHARIA DE PESCA,Bacharelado,Presencial,-,3,3,Em Atividade
UFAM,ENGENHARIA DE MATERIAIS,Bacharelado,Presencial,-,-,-,Em Atividade
UFAM,ENGENHARIA DE ALIMENTOS,Bacharelado,Presencial,-,-,-,Em Atividade
UFAM,ENGENHARIA DA COMPUTAÇÃO,Bacharelado,Presencial,5,3,4,Em Atividade
UFAM,ENGENHARIA CIVIL,Bacharelado,Presencial,-,3,3,Em Atividade
UFAM,ENGENHARIA AMBIENTAL,Bacharelado,Presencial,3,-,3,Em Atividade
UFAM,ENFERMAGEM,Bacharelado,Presencial,3,2,2,Em Atividade
UFAM,ENFERMAGEM,Bacharelado,Presencial,3,4,4,Em Atividade
UFAM,EDUCAÇÃO FÍSICA - PROMOÇÃO EM SAÚDE E LAZER,Bacharelado,Presencial,4,4,5,Em Atividade
UFAM,EDUCAÇÃO FÍSICA,Bacharelado,Presencial,4,4,5,Em Atividade
UFAM,EDUCAÇÃO FÍSICA,Licenciatura,A Distância,-,-,-,Em Atividade
UFAM,EDUCAÇÃO FÍSICA,Licenciatura,A Distância,-,-,-,Em Extinção
UFAM,EDUCAÇÃO FÍSICA,Licenciatura,Presencial,-,4,4,Em Atividade
UFAM,EDUCAÇÃO FÍSICA,Licenciatura,Presencial,2,-,4,Em Atividade
UFAM,EDUCAÇÃO ARTÍSTICA,Licenciatura,Presencial,-,-,-,Extinto
UFAM,DIREITO,Bacharelado,Presencial,-,2,3,Em Atividade
UFAM,DESIGN,Bacharelado,Presencial,-,4,5,Em Atividade
UFAM,DESENHO INDUSTRIAL,Bacharelado,Presencial,-,-,-,Extinto
UFAM,COMUNICAÇÃO SOCIAL - RELAÇÕES PÚBLICAS,Bacharelado,Presencial,-,3,4,Em Atividade
UFAM,COMUNICAÇÃO SOCIAL - JORNALISMO,Bacharelado,Presencial,-,3,4,Em Atividade
UFAM,COMUNICAÇÃO SOCIAL - JORNALISMO,Bacharelado,Presencial,3,SC,4,Em Atividade
UFAM,COMUNICAÇÃO SOCIAL,Bacharelado,Presencial,-,3,4,Em Extinção
UFAM,COMUNICAÇÃO SOCIAL,Bacharelado,Presencial,-,-,-,Extinto
UFAM,CIÊNCIAS SOCIAIS,Bacharelado,Presencial,-,4,4,Em Atividade
UFAM,CIÊNCIAS SOCIAIS,Licenciatura,Presencial,-,4,5,Em Atividade
UFAM,CIÊNCIAS NATURAIS,Licenciatura,Presencial,-,-,-,Em Atividade
UFAM,CIÊNCIAS NATURAIS,Licenciatura,Presencial,3,-,-,Em Atividade
UFAM,CIÊNCIAS NATURAIS,Licenciatura,Presencial,-,-,-,Extinto
UFAM,CIÊNCIAS ECONÔMICAS,Bacharelado,Presencial,3,4,4,Em Atividade
UFAM,CIÊNCIAS CONTÁBEIS,Bacharelado,Presencial,-,3,3,Em Atividade
UFAM,CIÊNCIAS BIOLÓGICAS,Bacharelado,Presencial,-,-,4,Em Atividade
UFAM,CIÊNCIAS BIOLÓGICAS,Bacharelado,Presencial,4,3,3,Em Atividade
UFAM,CIÊNCIAS BIOLÓGICAS,Licenciatura,A Distância,4,-,2,Em Atividade
UFAM,CIÊNCIAS BIOLÓGICAS,Licenciatura,Presencial,-,2,2,Em Atividade
UFAM,CIÊNCIAS AGRÁRIAS E DO AMBIENTE,Bacharelado,Presencial,3,-,-,Em Atividade
UFAM,CIÊNCIAS AGRÁRIAS E DO AMBIENTE,Licenciatura,Presencial,3,-,-,Em Atividade
UFAM,CIÊNCIAS AGRÁRIAS,Licenciatura,A Distância,-,-,-,Em Atividade
UFAM,CIÊNCIAS AGRÁRIAS,Licenciatura,Presencial,-,-,-,Em Atividade
UFAM,CIÊNCIAS AGRÁRIAS,Licenciatura,Presencial,-,-,-,Extinto
UFAM,CIÊNCIAS - MATEMÁTICA E FÍSICA,Licenciatura,Presencial,3,-,1,Em Atividade
UFAM,CIÊNCIAS - MATEMÁTICA E FÍSICA,Licenciatura,Presencial,4,-,2,Em Atividade
UFAM,CIÊNCIAS - MATEMÁTICA E FÍSICA,Licenciatura,Presencial,4,-,3,Em Atividade
UFAM,CIÊNCIAS - BIOLOGIA E QUÍMICA,Licenciatura,Presencial,2,-,2,Em Atividade
UFAM,CIÊNCIAS - BIOLOGIA E QUÍMICA,Licenciatura,Presencial,4,-,2,Em Atividade
UFAM,CIÊNCIAS - BIOLOGIA E QUÍMICA,Licenciatura,Presencial,4,-,3,Em Atividade
UFAM,CIÊNCIAS - BIOLOGIA E QUÍMICA,Licenciatura,Presencial,4,4,3,Em Atividade
UFAM,CIÊNCIA DA COMPUTAÇÃO,Bacharelado,Presencial,-,4,4,Em Atividade
UFAM,BIOTECNOLOGIA,Bacharelado,Presencial,3,-,-,Em Atividade
UFAM,BIOTECNOLOGIA,Sequencial,Presencial,-,-,-,Em Atividade
UFAM,BIOTECNOLOGIA,Tecnológico,Presencial,4,-,-,Em Atividade
UFAM,BIBLIOTECONOMIA,Bacharelado,Presencial,3,2,2,Em Atividade
UFAM,ARTES VISUAIS,Licenciatura,A Distância,-,-,-,Em Atividade
UFAM,ARTES VISUAIS,Licenciatura,Presencial,-,-,-,Em Atividade
